customerid,systemloanid,loannumber,loanamount,totaldue,termdays,closeddate,referredby,Convert_creationdate,Convert_approved_date,Convert_firstduedate,Convert_firstrepaiddate,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,level_of_education_clients,Age
8a858f2756cec0a30156e76c4e6f6163,301738147,3,20000,22250,15,44:03.0,No_referee,10/6/2016 12:44,10/6/2016 13:44,10/21/2016 0:00,10/19/2016 16:28,Other,5.6006268,6.4229579,EcoBank,Self-Employed,Graduate,41
8a858f2756cec0a30156e76c4e6f6163,301750067,4,20000,22250,15,02:40.0,No_referee,10/26/2016 13:04,10/26/2016 14:04,11/10/2016 0:00,11/8/2016 13:47,Other,5.6006268,6.4229579,EcoBank,Self-Employed,Graduate,41
8a858f2756cec0a30156e76c4e6f6163,301771221,7,30000,34400,30,58:54.0,No_referee,12/8/2016 21:47,12/8/2016 22:48,1/9/2017 0:00,12/21/2016 9:43,Other,5.6006268,6.4229579,EcoBank,Self-Employed,Graduate,41
8a858f2756cec0a30156e76c4e6f6163,301850639,11,40000,44800,30,27:09.0,No_referee,3/30/2017 23:39,3/31/2017 0:39,5/2/2017 0:00,4/29/2017 0:58,Other,5.6006268,6.4229579,EcoBank,Self-Employed,Graduate,41
8a858f2756cec0a30156e76c4e6f6163,301759240,5,20000,21900,15,22:54.0,No_referee,11/14/2016 23:45,11/15/2016 1:40,11/30/2016 0:00,11/17/2016 16:07,Other,5.6006268,6.4229579,EcoBank,Self-Employed,Graduate,41
8a858f2756cec0a30156e76c4e6f6163,301702595,1,10000,11500,15,40:34.0,No_referee,9/1/2016 20:24,9/1/2016 21:24,9/16/2016 0:00,9/9/2016 12:25,Other,5.6006268,6.4229579,EcoBank,Self-Employed,Graduate,41
8a858f2756cec0a30156e76c4e6f6163,301919041,12,40000,44000,30,43:56.0,No_referee,5/26/2017 16:08,5/26/2017 17:08,6/26/2017 0:00,6/23/2017 15:33,Other,5.6006268,6.4229579,EcoBank,Self-Employed,Graduate,41
8a858f2756cec0a30156e76c4e6f6163,301713626,2,10000,11500,15,14:39.0,No_referee,9/13/2016 12:22,9/13/2016 13:23,9/28/2016 0:00,9/27/2016 11:59,Other,5.6006268,6.4229579,EcoBank,Self-Employed,Graduate,41
8a858f2756cec0a30156e76c4e6f6163,301761364,6,30000,34400,30,42:17.0,No_referee,11/18/2016 16:09,11/18/2016 17:09,12/19/2016 0:00,12/8/2016 22:27,Other,5.6006268,6.4229579,EcoBank,Self-Employed,Graduate,41
8a858f2756cec0a30156e76c4e6f6163,301779348,8,30000,34400,30,10:17.0,No_referee,12/22/2016 17:33,12/22/2016 18:34,1/23/2017 0:00,1/20/2017 11:55,Other,5.6006268,6.4229579,EcoBank,Self-Employed,Graduate,41
8a858f2756cec0a30156e76c4e6f6163,301825606,10,40000,44800,30,33:01.0,No_referee,2/24/2017 12:49,2/24/2017 13:50,3/27/2017 0:00,3/18/2017 15:17,Other,5.6006268,6.4229579,EcoBank,Self-Employed,Graduate,41
8a858f2756cec0a30156e76c4e6f6163,301805902,9,30000,34400,30,34:50.0,No_referee,1/30/2017 5:06,1/30/2017 6:06,3/1/2017 0:00,2/23/2017 21:19,Other,5.6006268,6.4229579,EcoBank,Self-Employed,Graduate,41
8a858f3355ae6a610155c4dcf6ab573c,301759656,1,10000,11500,15,38:35.0,No_referee,11/15/2016 16:06,11/15/2016 17:06,11/30/2016 0:00,11/30/2016 1:07,Savings,3.3696163,6.4435031,First Bank,Unknown,Unknow,41
8a858f3355ae6a610155c4dcf6ab573c,301766927,2,10000,11500,15,39:00.0,No_referee,11/30/2016 7:06,11/30/2016 8:06,12/15/2016 0:00,12/15/2016 0:17,Savings,3.3696163,6.4435031,First Bank,Unknown,Unknow,41
8a858f3355ae6a610155c4dcf6ab573c,301836451,6,20000,23800,30,31:07.0,No_referee,3/12/2017 11:48,3/12/2017 12:48,4/11/2017 0:00,4/11/2017 1:12,Savings,3.3696163,6.4435031,First Bank,Unknown,Unknow,41
8a858f3355ae6a610155c4dcf6ab573c,301786179,4,20000,23800,30,58:32.0,No_referee,1/3/2017 9:47,1/3/2017 10:48,2/2/2017 0:00,2/2/2017 0:24,Savings,3.3696163,6.4435031,First Bank,Unknown,Unknow,41
8a858f3355ae6a610155c4dcf6ab573c,301936756,9,30000,34500,30,14:11.0,No_referee,6/13/2017 3:54,6/13/2017 4:55,7/13/2017 0:00,7/13/2017 4:47,Savings,3.3696163,6.4435031,First Bank,Unknown,Unknow,41
8a858f3355ae6a610155c4dcf6ab573c,301900408,8,30000,34500,30,31:18.0,No_referee,5/11/2017 4:55,5/11/2017 5:55,6/12/2017 0:00,6/12/2017 0:57,Savings,3.3696163,6.4435031,First Bank,Unknown,Unknow,41
8a858f3355ae6a610155c4dcf6ab573c,301808234,5,20000,23800,30,44:04.0,No_referee,2/2/2017 5:00,2/2/2017 6:00,3/6/2017 0:00,3/6/2017 19:28,Savings,3.3696163,6.4435031,First Bank,Unknown,Unknow,41
8a858f3355ae6a610155c4dcf6ab573c,301775289,3,10000,11500,15,50:13.0,No_referee,12/16/2016 15:31,12/16/2016 16:31,1/2/2017 0:00,1/2/2017 0:38,Savings,3.3696163,6.4435031,First Bank,Unknown,Unknow,41
8a858f3355ae6a610155c4dcf6ab573c,301863754,7,30000,34400,30,12:01.0,No_referee,4/11/2017 1:20,4/11/2017 2:20,5/11/2017 0:00,5/11/2017 0:43,Savings,3.3696163,6.4435031,First Bank,Unknown,Unknow,41
8a858ff35c1ada43015c1ae99d830a0b,301961692,1,10000,11500,15,12:39.0,No_referee,7/3/2017 16:59,7/3/2017 18:00,7/18/2017 0:00,7/15/2017 11:02,Savings,3.0513419,6.4859472,First Bank,Unknown,Unknow,42
8a858e105c1c09c8015c1d4a28156d9a,301931471,3,20000,24500,30,02:30.0,8a858ff45be92ea2015bebd3d5dc7770,6/8/2017 13:52,6/8/2017 14:52,7/10/2017 0:00,7/4/2017 9:52,Savings,3.9036471,6.8053083,GT Bank,Unknown,Unknow,37
8a858e105c1c09c8015c1d4a28156d9a,301913029,1,10000,11500,15,32:22.0,8a858ff45be92ea2015bebd3d5dc7770,5/18/2017 21:02,5/18/2017 22:03,6/2/2017 0:00,5/31/2017 21:22,Savings,3.9036471,6.8053083,GT Bank,Unknown,Unknow,37
8a858e105c1c09c8015c1d4a28156d9a,301923379,2,10000,11500,15,11:55.0,8a858ff45be92ea2015bebd3d5dc7770,5/31/2017 20:46,5/31/2017 21:46,6/15/2017 0:00,6/8/2017 12:01,Savings,3.9036471,6.8053083,GT Bank,Unknown,Unknow,37
8a858f2656e154de0156eba07ec86e98,301703531,1,10000,11500,15,09:37.0,No_referee,9/2/2016 16:00,9/2/2016 17:01,9/19/2016 0:00,9/14/2016 14:54,Other,11.3258271,8.9194835,FCMB,Permanent,Unknow,56
8a858f2656e154de0156eba07ec86e98,301928405,4,20000,24500,30,30:39.0,No_referee,6/6/2017 6:23,6/6/2017 7:23,7/6/2017 0:00,7/1/2017 19:20,Other,11.3258271,8.9194835,FCMB,Permanent,Unknow,56
8a858f2656e154de0156eba07ec86e98,301869583,2,10000,13000,30,53:07.0,No_referee,4/15/2017 16:53,4/15/2017 17:53,5/16/2017 0:00,5/4/2017 18:37,Other,11.3258271,8.9194835,FCMB,Permanent,Unknow,56
8a858f2656e154de0156eba07ec86e98,301890131,3,20000,24500,30,20:55.0,No_referee,5/4/2017 18:00,5/4/2017 19:00,6/5/2017 0:00,6/5/2017 15:10,Other,11.3258271,8.9194835,FCMB,Permanent,Unknow,56
8a858f54592214a0015926bce60f2108,301852431,2,10000,13000,30,48:23.0,No_referee,4/2/2017 13:30,4/2/2017 14:30,5/2/2017 0:00,5/8/2017 19:33,Savings,3.4826912,6.64024,UBA,Permanent,Unknow,38
8a858f54592214a0015926bce60f2108,301913720,3,10000,13000,30,08:51.0,No_referee,5/19/2017 16:50,5/19/2017 17:51,6/19/2017 0:00,7/3/2017 19:58,Savings,3.4826912,6.64024,UBA,Permanent,Unknow,38
8a858f54592214a0015926bce60f2108,301812608,1,10000,13000,30,30:27.0,No_referee,2/8/2017 11:33,2/8/2017 12:33,3/10/2017 0:00,3/22/2017 9:15,Savings,3.4826912,6.64024,UBA,Permanent,Unknow,38
8a858f7c5ccaf06d015ccb09b0070f34,301953252,2,10000,11500,15,56:14.0,8a858fc55b2548dd015b2baa16e44932,6/27/2017 9:47,6/27/2017 10:47,7/12/2017 0:00,6/29/2017 9:46,Savings,4.505305,7.7827167,Zenith Bank,Permanent,Unknow,31
8a858f7c5ccaf06d015ccb09b0070f34,301946627,1,10000,11500,15,31:35.0,8a858fc55b2548dd015b2baa16e44932,6/21/2017 14:41,6/21/2017 15:42,7/6/2017 0:00,6/27/2017 10:21,Savings,4.505305,7.7827167,Zenith Bank,Permanent,Unknow,31
8a858faf56b7821c0156cbb2b12c07a8,301932627,10,40000,44000,30,06:47.0,No_referee,6/9/2017 11:27,6/9/2017 12:28,7/10/2017 0:00,7/4/2017 11:56,Other,3.2591471,6.5498812,Stanbic IBTC,Self-Employed,Unknow,32
8a858faf56b7821c0156cbb2b12c07a8,301897402,9,40000,44000,30,46:30.0,No_referee,5/9/2017 12:35,5/9/2017 13:35,6/8/2017 0:00,6/3/2017 13:36,Other,3.2591471,6.5498812,Stanbic IBTC,Self-Employed,Unknow,32
8a858faf56b7821c0156cbb2b12c07a8,301697369,1,10000,13000,30,58:11.0,No_referee,8/27/2016 11:12,8/27/2016 12:12,9/26/2016 0:00,9/14/2016 14:43,Other,3.2591471,6.5498812,Stanbic IBTC,Self-Employed,Unknow,32
8a858faf56b7821c0156cbb2b12c07a8,301753553,4,20000,22250,15,49:53.0,No_referee,11/2/2016 15:33,11/2/2016 16:33,11/17/2016 0:00,11/10/2016 15:34,Other,3.2591471,6.5498812,Stanbic IBTC,Self-Employed,Unknow,32
8a858faf56b7821c0156cbb2b12c07a8,301723853,2,10000,13000,30,15:48.0,No_referee,9/22/2016 6:59,9/22/2016 7:59,10/24/2016 0:00,10/4/2016 16:00,Other,3.2591471,6.5498812,Stanbic IBTC,Self-Employed,Unknow,32
8a858faf56b7821c0156cbb2b12c07a8,301827197,7,30000,36800,60,26:07.0,No_referee,2/27/2017 10:04,2/27/2017 11:04,3/29/2017 0:00,3/22/2017 10:10,Other,3.2591471,6.5498812,Stanbic IBTC,Self-Employed,Unknow,32
8a858faf56b7821c0156cbb2b12c07a8,301757609,5,30000,34500,30,03:48.0,No_referee,11/11/2016 6:36,11/11/2016 7:36,12/13/2016 0:00,12/9/2016 10:48,Other,3.2591471,6.5498812,Stanbic IBTC,Self-Employed,Unknow,32
8a858faf56b7821c0156cbb2b12c07a8,301749830,3,20000,22250,15,09:09.0,No_referee,10/26/2016 5:17,10/26/2016 6:18,11/10/2016 0:00,10/31/2016 14:54,Other,3.2591471,6.5498812,Stanbic IBTC,Self-Employed,Unknow,32
8a858faf56b7821c0156cbb2b12c07a8,301858806,8,40000,44800,30,12:14.0,No_referee,4/7/2017 7:01,4/7/2017 8:01,5/8/2017 0:00,5/9/2017 7:57,Other,3.2591471,6.5498812,Stanbic IBTC,Self-Employed,Unknow,32
8a858faf56b7821c0156cbb2b12c07a8,301802519,6,30000,34400,30,42:36.0,No_referee,1/26/2017 8:30,1/26/2017 9:31,2/27/2017 0:00,2/24/2017 12:27,Other,3.2591471,6.5498812,Stanbic IBTC,Self-Employed,Unknow,32
8a858fee5863a04901586977ceb769d2,301759765,1,10000,11500,15,12:16.0,No_referee,11/15/2016 19:46,11/15/2016 20:46,11/30/2016 0:00,11/24/2016 12:57,Savings,7.4843644,9.0642407,GT Bank,Permanent,Unknow,51
8a858fee5863a04901586977ceb769d2,301828343,5,20000,23800,30,59:54.0,No_referee,2/28/2017 16:22,2/28/2017 17:22,3/30/2017 0:00,3/29/2017 13:44,Savings,7.4843644,9.0642407,GT Bank,Permanent,Unknow,51
8a858fee5863a04901586977ceb769d2,301885746,7,30000,36800,60,05:05.0,No_referee,5/1/2017 8:57,5/1/2017 9:57,5/31/2017 0:00,5/31/2017 17:03,Savings,7.4843644,9.0642407,GT Bank,Permanent,Unknow,51
8a858fee5863a04901586977ceb769d2,301793491,3,10000,13000,30,17:09.0,No_referee,1/14/2017 17:28,1/14/2017 18:29,2/13/2017 0:00,1/29/2017 0:01,Savings,7.4843644,9.0642407,GT Bank,Permanent,Unknow,51
8a858fee5863a04901586977ceb769d2,301773194,2,10000,13000,30,10:44.0,No_referee,12/13/2016 16:44,12/13/2016 17:45,1/12/2017 0:00,1/12/2017 8:49,Savings,7.4843644,9.0642407,GT Bank,Permanent,Unknow,51
8a858fee5863a04901586977ceb769d2,301933692,8,30000,34500,30,13:28.0,No_referee,6/10/2017 10:19,6/10/2017 11:20,7/10/2017 0:00,7/7/2017 9:03,Savings,7.4843644,9.0642407,GT Bank,Permanent,Unknow,51
8a858fee5863a04901586977ceb769d2,301854835,6,20000,23800,30,26:14.0,No_referee,4/4/2017 14:33,4/4/2017 15:33,5/4/2017 0:00,4/28/2017 6:11,Savings,7.4843644,9.0642407,GT Bank,Permanent,Unknow,51
8a858fee5863a04901586977ceb769d2,301805412,4,20000,23800,30,07:16.0,No_referee,1/29/2017 7:34,1/29/2017 8:34,2/28/2017 0:00,2/24/2017 8:52,Savings,7.4843644,9.0642407,GT Bank,Permanent,Unknow,51
8a858fc35b347bd4015b34bbb0e15271,301920026,3,10000,13000,30,31:34.0,No_referee,5/28/2017 2:07,5/28/2017 3:07,6/27/2017 0:00,6/23/2017 10:21,Savings,7.92478,5.0459417,Union Bank,Student,Unknow,24
8a858fc35b347bd4015b34bbb0e15271,301881756,2,10000,13000,30,28:40.0,No_referee,4/26/2017 22:07,4/26/2017 23:07,5/26/2017 0:00,5/26/2017 14:18,Savings,7.92478,5.0459417,Union Bank,Student,Unknow,24
8a858fc35b347bd4015b34bbb0e15271,301951643,4,15000,18375,30,19:55.0,No_referee,6/25/2017 18:22,6/25/2017 19:22,7/25/2017 0:00,7/24/2017 14:09,Savings,7.92478,5.0459417,Union Bank,Student,Unknow,24
8a858fc35b347bd4015b34bbb0e15271,301856513,1,10000,11500,15,35:54.0,No_referee,4/5/2017 14:22,4/5/2017 15:22,4/24/2017 0:00,4/24/2017 0:50,Savings,7.92478,5.0459417,Union Bank,Student,Unknow,24
8a858e35589c0ac00158a5b90844229d,301851094,8,20000,21900,15,56:46.0,No_referee,3/31/2017 12:31,3/31/2017 13:31,4/17/2017 0:00,4/14/2017 11:41,Savings,9.7697856,10.4893832,UBA,Permanent,Unknow,27
8a858e35589c0ac00158a5b90844229d,301765472,1,10000,11500,15,36:24.0,No_referee,11/27/2016 18:34,11/27/2016 19:34,12/13/2016 0:00,12/11/2016 20:21,Savings,9.7697856,10.4893832,UBA,Permanent,Unknow,27
8a858e35589c0ac00158a5b90844229d,301794617,3,10000,11500,15,22:20.0,No_referee,1/16/2017 19:38,1/16/2017 20:39,1/31/2017 0:00,2/2/2017 21:07,Savings,9.7697856,10.4893832,UBA,Permanent,Unknow,27
8a858e35589c0ac00158a5b90844229d,301835757,6,10000,11500,15,07:18.0,No_referee,3/10/2017 18:57,3/10/2017 19:58,3/27/2017 0:00,3/17/2017 20:52,Savings,9.7697856,10.4893832,UBA,Permanent,Unknow,27
8a858e35589c0ac00158a5b90844229d,301931140,11,30000,34500,30,38:30.0,No_referee,6/8/2017 9:52,6/8/2017 10:53,7/10/2017 0:00,7/5/2017 12:28,Savings,9.7697856,10.4893832,UBA,Permanent,Unknow,27
8a858e35589c0ac00158a5b90844229d,301840745,7,20000,21900,15,26:12.0,No_referee,3/17/2017 20:15,3/17/2017 21:15,4/3/2017 0:00,3/29/2017 18:11,Savings,9.7697856,10.4893832,UBA,Permanent,Unknow,27
8a858e35589c0ac00158a5b90844229d,301833111,5,10000,11500,15,41:07.0,No_referee,3/7/2017 9:55,3/7/2017 10:56,3/22/2017 0:00,3/10/2017 16:25,Savings,9.7697856,10.4893832,UBA,Permanent,Unknow,27
8a858e35589c0ac00158a5b90844229d,301914617,10,10000,10750,15,09:18.0,No_referee,5/21/2017 7:24,5/21/2017 8:24,6/5/2017 0:00,6/3/2017 11:59,Savings,9.7697856,10.4893832,UBA,Permanent,Unknow,27
8a858e35589c0ac00158a5b90844229d,301773507,2,10000,11500,15,53:57.0,No_referee,12/14/2016 9:16,12/14/2016 10:17,12/29/2016 0:00,12/27/2016 7:38,Savings,9.7697856,10.4893832,UBA,Permanent,Unknow,27
8a858e35589c0ac00158a5b90844229d,301811371,4,20000,21900,15,22:36.0,No_referee,2/6/2017 20:08,2/6/2017 21:08,2/21/2017 0:00,3/3/2017 19:07,Savings,9.7697856,10.4893832,UBA,Permanent,Unknow,27
8a858e35589c0ac00158a5b90844229d,301871392,9,20000,21900,15,52:24.0,No_referee,4/17/2017 18:06,4/17/2017 19:06,5/2/2017 0:00,5/5/2017 21:37,Savings,9.7697856,10.4893832,UBA,Permanent,Unknow,27
8a858e675c3fe0a1015c44ba8a037fee,301944720,1,10000,13000,30,11:15.0,No_referee,6/20/2017 10:36,6/20/2017 11:37,7/24/2017 0:00,7/20/2017 17:01,Savings,5.2888267,7.6040533,GT Bank,Permanent,Unknow,25
8a858f7057b918e40157bd8c8a8e6ec1,301928815,1,10000,13000,30,25:58.0,No_referee,6/6/2017 12:11,6/6/2017 13:11,7/7/2017 0:00,6/24/2017 5:15,Other,3.6332618,6.8352288,GT Bank,Permanent,Secondary,48
8a858f0a5bf2ed17015bf34ffdf132c9,301945161,3,10000,13000,30,12:09.0,8a858e0a5668e69c01567e84808c1363,6/20/2017 15:09,6/20/2017 16:09,7/20/2017 0:00,7/14/2017 11:01,Savings,3.1823421,6.468375,UBA,Unknown,Unknow,39
8a858f0a5bf2ed17015bf34ffdf132c9,301899867,1,10000,13000,30,31:18.0,8a858e0a5668e69c01567e84808c1363,5/10/2017 17:31,5/10/2017 18:31,6/12/2017 0:00,6/12/2017 0:58,Savings,3.1823421,6.468375,UBA,Unknown,Unknow,39
8a858f0a5bf2ed17015bf34ffdf132c9,301935811,2,10000,13000,30,45:25.0,8a858e0a5668e69c01567e84808c1363,6/12/2017 10:40,6/12/2017 11:40,7/12/2017 0:00,6/19/2017 20:35,Savings,3.1823421,6.468375,UBA,Unknown,Unknow,39
8a858e69566ae5b8015690272e3553fa,301743446,3,20000,24500,30,06:56.0,No_referee,10/13/2016 13:50,10/13/2016 14:50,11/14/2016 0:00,11/14/2016 21:51,Other,3.9143303,7.481003,Access Bank,Self-Employed,Unknow,56
8a858e69566ae5b8015690272e3553fa,301760995,4,20000,23800,30,59:22.0,No_referee,11/17/2016 22:22,11/17/2016 23:22,12/19/2016 0:00,12/19/2016 0:27,Other,3.9143303,7.481003,Access Bank,Self-Employed,Unknow,56
8a858e69566ae5b8015690272e3553fa,301800776,6,30000,34400,30,11:59.0,No_referee,1/24/2017 13:03,1/24/2017 14:03,2/23/2017 0:00,2/22/2017 16:56,Other,3.9143303,7.481003,Access Bank,Self-Employed,Unknow,56
8a858e69566ae5b8015690272e3553fa,301776747,5,30000,34400,30,06:44.0,No_referee,12/19/2016 19:28,12/19/2016 20:28,1/18/2017 0:00,1/18/2017 10:51,Other,3.9143303,7.481003,Access Bank,Self-Employed,Unknow,56
8a858e69566ae5b8015690272e3553fa,301845785,8,40000,47600,60,10:36.0,No_referee,3/24/2017 13:51,3/24/2017 14:51,4/24/2017 0:00,4/24/2017 9:52,Other,3.9143303,7.481003,Access Bank,Self-Employed,Unknow,56
8a858e69566ae5b8015690272e3553fa,301891441,9,40000,48000,60,29:21.0,No_referee,5/5/2017 15:44,5/5/2017 16:44,6/5/2017 0:00,6/5/2017 10:41,Other,3.9143303,7.481003,Access Bank,Self-Employed,Unknow,56
8a858e69566ae5b8015690272e3553fa,301682545,1,10000,13000,30,59:10.0,No_referee,8/15/2016 21:46,8/15/2016 22:47,9/14/2016 0:00,9/13/2016 0:00,Other,3.9143303,7.481003,Access Bank,Self-Employed,Unknow,56
8a858e69566ae5b8015690272e3553fa,301715589,2,10000,13000,30,09:38.0,No_referee,9/15/2016 8:43,9/15/2016 9:43,10/17/2016 0:00,10/13/2016 10:54,Other,3.9143303,7.481003,Access Bank,Self-Employed,Unknow,56
8a858e69566ae5b8015690272e3553fa,301825417,7,30000,36800,60,59:26.0,No_referee,2/24/2017 8:01,2/24/2017 9:01,3/27/2017 0:00,3/24/2017 11:44,Other,3.9143303,7.481003,Access Bank,Self-Employed,Unknow,56
8a858f6b570f2de901572981cca506b5,301954696,6,20000,22250,15,55:26.0,No_referee,6/28/2017 12:08,6/28/2017 13:08,7/13/2017 0:00,7/10/2017 11:45,Other,3.3459322,6.5987991,GT Bank,Permanent,Unknow,41
8a858f6b570f2de901572981cca506b5,301795833,4,20000,23800,30,15:59.0,No_referee,1/18/2017 8:58,1/18/2017 9:58,2/17/2017 0:00,2/16/2017 13:00,Other,3.3459322,6.5987991,GT Bank,Permanent,Unknow,41
8a858f6b570f2de901572981cca506b5,301776357,3,10000,11500,15,25:24.0,No_referee,12/19/2016 9:09,12/19/2016 10:09,1/3/2017 0:00,12/27/2016 9:10,Other,3.3459322,6.5987991,GT Bank,Permanent,Unknow,41
8a858f6b570f2de901572981cca506b5,301718639,1,10000,11500,30,45:26.0,No_referee,9/17/2016 8:56,9/17/2016 9:56,10/20/2016 0:00,10/20/2016 0:24,Other,3.3459322,6.5987991,GT Bank,Permanent,Unknow,41
8a858f6b570f2de901572981cca506b5,301768345,2,10000,11500,15,46:14.0,No_referee,12/2/2016 11:07,12/2/2016 12:07,12/19/2016 0:00,12/13/2016 9:31,Other,3.3459322,6.5987991,GT Bank,Permanent,Unknow,41
8a858f6b570f2de901572981cca506b5,301888484,5,20000,23800,30,51:32.0,No_referee,5/3/2017 14:37,5/3/2017 15:37,6/2/2017 0:00,5/30/2017 8:41,Other,3.3459322,6.5987991,GT Bank,Permanent,Unknow,41
8a858f935b8753e6015b8a360b650064,301947161,2,10000,11500,15,50:12.0,No_referee,6/22/2017 0:24,6/22/2017 1:25,7/7/2017 0:00,6/29/2017 15:40,Savings,3.3672917,6.5224183,First Bank,Permanent,Unknow,29
8a858f935b8753e6015b8a360b650064,301874171,1,10000,11500,15,41:26.0,No_referee,4/20/2017 7:31,4/20/2017 8:31,5/5/2017 0:00,4/26/2017 15:26,Savings,3.3672917,6.5224183,First Bank,Permanent,Unknow,29
8a858e905a8fc7af015a903b5fb63073,301830211,1,10000,11500,15,05:55.0,No_referee,3/2/2017 18:40,3/2/2017 19:41,3/17/2017 0:00,3/16/2017 19:50,Savings,3.9203386,7.448126,First Bank,Unknown,Unknow,35
8a858e905a8fc7af015a903b5fb63073,301879440,4,20000,23800,30,19:33.0,No_referee,4/25/2017 1:59,4/25/2017 2:59,5/25/2017 0:00,5/23/2017 14:04,Savings,3.9203386,7.448126,First Bank,Unknown,Unknow,35
8a858e905a8fc7af015a903b5fb63073,301839832,2,10000,11500,15,46:42.0,No_referee,3/16/2017 19:21,3/16/2017 20:21,3/31/2017 0:00,3/27/2017 11:31,Savings,3.9203386,7.448126,First Bank,Unknown,Unknow,35
8a858e905a8fc7af015a903b5fb63073,301848187,3,10000,13000,30,50:37.0,No_referee,3/28/2017 10:16,3/28/2017 11:16,4/27/2017 0:00,4/24/2017 22:35,Savings,3.9203386,7.448126,First Bank,Unknown,Unknow,35
8a858e905a8fc7af015a903b5fb63073,301916389,5,20000,24500,30,26:00.0,No_referee,5/23/2017 13:22,5/23/2017 14:22,6/22/2017 0:00,6/29/2017 22:15,Savings,3.9203386,7.448126,First Bank,Unknown,Unknow,35
8a858f0c5ca18b3d015ca194f4a60867,301937297,1,10000,11500,15,24:45.0,No_referee,6/13/2017 13:28,6/13/2017 14:30,6/28/2017 0:00,6/28/2017 5:20,Savings,3.3496658,6.6000692,EcoBank,Permanent,Unknow,31
8a858f985bee01cb015bee649b4f3611,301917546,1,10000,11500,15,51:59.0,No_referee,5/24/2017 18:18,5/24/2017 19:19,6/12/2017 0:00,6/12/2017 17:41,Savings,7.3958426,9.1262519,GT Bank,Permanent,Unknow,33
8a858f985bee01cb015bee649b4f3611,301938015,2,10000,13000,30,56:14.0,No_referee,6/14/2017 6:04,6/14/2017 7:04,7/14/2017 0:00,7/7/2017 2:46,Savings,7.3958426,9.1262519,GT Bank,Permanent,Unknow,33
8a8588dd54be35520154c92031650de4,301883149,1,10000,13000,30,19:06.0,No_referee,4/28/2017 8:29,4/28/2017 9:29,5/30/2017 0:00,5/30/2017 22:08,Savings,4.4889817,8.4212217,Diamond Bank,Permanent,Unknow,27
8a8588dd54be35520154c92031650de4,301922528,2,10000,13000,30,10:14.0,No_referee,5/31/2017 5:30,5/31/2017 6:30,6/30/2017 0:00,6/30/2017 1:00,Savings,4.4889817,8.4212217,Diamond Bank,Permanent,Unknow,27
8a858ee758b4c54a0158b7b47c784cda,301785397,3,10000,13000,30,16:54.0,No_referee,1/1/2017 19:24,1/1/2017 20:24,1/31/2017 0:00,1/27/2017 7:30,Savings,3.8828803,7.3844556,Diamond Bank,Student,Unknow,26
8a858ee758b4c54a0158b7b47c784cda,301913024,9,30000,34500,30,48:45.0,No_referee,5/18/2017 20:53,5/18/2017 21:54,6/19/2017 0:00,6/18/2017 23:38,Savings,3.8828803,7.3844556,Diamond Bank,Student,Unknow,26
8a858ee758b4c54a0158b7b47c784cda,301803673,4,10000,12900,30,04:15.0,No_referee,1/27/2017 7:28,1/27/2017 8:28,2/27/2017 0:00,2/6/2017 0:34,Savings,3.8828803,7.3844556,Diamond Bank,Student,Unknow,26
8a858ee758b4c54a0158b7b47c784cda,301832120,6,20000,21900,15,55:57.0,No_referee,3/6/2017 3:52,3/6/2017 4:53,3/21/2017 0:00,3/20/2017 21:40,Savings,3.8828803,7.3844556,Diamond Bank,Student,Unknow,26
8a858ee758b4c54a0158b7b47c784cda,301943109,10,35000,38500,30,39:12.0,No_referee,6/19/2017 0:01,6/19/2017 1:02,7/19/2017 0:00,7/19/2017 18:29,Savings,3.8828803,7.3844556,Diamond Bank,Student,Unknow,26
8a858ee758b4c54a0158b7b47c784cda,301779427,2,10000,13000,30,50:26.0,No_referee,12/22/2016 19:23,12/22/2016 20:23,1/23/2017 0:00,1/1/2017 18:35,Savings,3.8828803,7.3844556,Diamond Bank,Student,Unknow,26
8a858ee758b4c54a0158b7b47c784cda,301767549,1,10000,13000,30,59:43.0,No_referee,12/1/2016 0:29,12/1/2016 1:29,1/2/2017 0:00,12/21/2016 23:44,Savings,3.8828803,7.3844556,Diamond Bank,Student,Unknow,26
8a858ee758b4c54a0158b7b47c784cda,301872864,8,30000,34400,30,53:54.0,No_referee,4/19/2017 6:04,4/19/2017 7:04,5/19/2017 0:00,5/18/2017 18:38,Savings,3.8828803,7.3844556,Diamond Bank,Student,Unknow,26
8a858ee758b4c54a0158b7b47c784cda,301842770,7,30000,36800,60,02:21.0,No_referee,3/20/2017 21:09,3/20/2017 22:09,4/19/2017 0:00,4/19/2017 6:47,Savings,3.8828803,7.3844556,Diamond Bank,Student,Unknow,26
8a858ee758b4c54a0158b7b47c784cda,301810780,5,20000,23800,30,13:03.0,No_referee,2/6/2017 1:17,2/6/2017 2:17,3/8/2017 0:00,3/6/2017 3:57,Savings,3.8828803,7.3844556,Diamond Bank,Student,Unknow,26
8a858f005cc5df15015cc5eb75d00970,301945169,1,10000,13000,30,44:10.0,No_referee,6/20/2017 15:15,6/20/2017 16:17,7/20/2017 0:00,7/12/2017 13:34,Savings,3.3609374,6.5810997,Stanbic IBTC,Permanent,Unknow,38
