customerid,systemloanid,loannumber,loanamount,totaldue,termdays,closeddate,referredby,Convert_creationdate,Convert_approved_date,Convert_firstduedate,Convert_firstrepaiddate,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,level_of_education_clients,Age,Status
8a858f0656b7820c0156c59a540644cd,301742393,2,10000,11500,15,05:39.0,No_referee,10/12/2016 10:09,10/12/2016 11:09,10/27/2016 0:00,10/25/2016 15:50,Other,3.5172463,6.6498717,Diamond Bank,Self-Employed,Unknow,49,0
8a858f0656b7820c0156c59a540644cd,301948861,9,30000,34500,30,29:20.0,No_referee,6/23/2017 9:17,6/23/2017 10:17,7/24/2017 0:00,7/24/2017 5:46,Other,3.5172463,6.6498717,Diamond Bank,Self-Employed,Unknow,49,1
8a858f0656b7820c0156c59a540644cd,301749629,3,20000,22250,15,49:12.0,No_referee,10/25/2016 15:12,10/25/2016 16:12,11/9/2016 0:00,11/9/2016 0:24,Other,3.5172463,6.6498717,Diamond Bank,Self-Employed,Unknow,49,1
8a858f0656b7820c0156c59a540644cd,301851512,7,30000,36800,60,14:21.0,No_referee,3/31/2017 21:48,3/31/2017 22:48,5/2/2017 0:00,5/2/2017 22:12,Other,3.5172463,6.6498717,Diamond Bank,Self-Employed,Unknow,49,1
8a858f0656b7820c0156c59a540644cd,301764031,4,20000,21900,15,11:50.0,No_referee,11/24/2016 12:30,11/24/2016 13:30,12/9/2016 0:00,12/7/2016 14:56,Other,3.5172463,6.6498717,Diamond Bank,Self-Employed,Unknow,49,0
8a858f0656b7820c0156c59a540644cd,301918576,8,30000,34500,30,23:26.0,No_referee,5/26/2017 5:46,5/26/2017 6:47,6/26/2017 0:00,6/21/2017 20:13,Other,3.5172463,6.6498717,Diamond Bank,Self-Employed,Unknow,49,0
8a858f0656b7820c0156c59a540644cd,301697158,1,10000,13000,30,46:25.0,No_referee,8/27/2016 6:31,8/27/2016 7:32,9/26/2016 0:00,9/23/2016 14:31,Other,3.5172463,6.6498717,Diamond Bank,Self-Employed,Unknow,49,0
8a858f0656b7820c0156c59a540644cd,301807195,6,30000,36800,60,48:21.0,No_referee,1/31/2017 15:44,1/31/2017 16:44,3/2/2017 0:00,3/6/2017 10:20,Other,3.5172463,6.6498717,Diamond Bank,Self-Employed,Unknow,49,1
8a858f2f54e28d530154ecdd303004fa,301625141,1,10000,13000,30,02:49.0,No_referee,5/26/2016 11:40,5/26/2016 12:40,6/27/2016 0:00,6/4/2016 15:41,Savings,3.4784832,6.4420013,Diamond Bank,Permanent,Graduate,36,0
8a858f2f54e28d530154ecdd303004fa,301948636,2,10000,13000,30,46:40.0,No_referee,6/23/2017 6:22,6/23/2017 7:23,7/24/2017 0:00,7/21/2017 15:36,Savings,3.4784832,6.4420013,Diamond Bank,Permanent,Graduate,36,0
8a858f385b34d285015b352600354046,301910244,3,10000,13000,30,45:40.0,No_referee,5/16/2017 18:13,5/16/2017 19:13,6/15/2017 0:00,6/15/2017 1:28,Savings,6.319015,4.9327642,Zenith Bank,Permanent,Unknow,37,1
8a858f385b34d285015b352600354046,301861140,2,10000,13000,30,13:37.0,No_referee,4/9/2017 11:03,4/9/2017 12:03,5/9/2017 0:00,5/9/2017 0:43,Savings,6.319015,4.9327642,Zenith Bank,Permanent,Unknow,37,1
8a858f385b34d285015b352600354046,301859655,1,10000,13000,30,57:37.0,No_referee,4/7/2017 16:56,4/7/2017 17:56,5/8/2017 0:00,4/9/2017 11:42,Savings,6.319015,4.9327642,Zenith Bank,Permanent,Unknow,37,0
8a858f54589736f40158a6bcd6ac24fb,301772580,2,10000,11500,15,18:04.0,No_referee,12/12/2016 13:57,12/12/2016 14:58,12/27/2016 0:00,12/22/2016 9:02,Savings,5.601413,6.4245449,Access Bank,Unknown,Unknow,36,0
8a858f54589736f40158a6bcd6ac24fb,301789348,3,10000,11500,15,14:56.0,No_referee,1/8/2017 10:23,1/8/2017 11:23,1/23/2017 0:00,1/23/2017 0:40,Savings,5.601413,6.4245449,Access Bank,Unknown,Unknow,36,1
8a858f54589736f40158a6bcd6ac24fb,301765420,1,10000,11500,15,13:46.0,No_referee,11/27/2016 17:16,11/27/2016 18:17,12/13/2016 0:00,12/5/2016 13:58,Savings,5.601413,6.4245449,Access Bank,Unknown,Unknow,36,0
8a858f54589736f40158a6bcd6ac24fb,301815466,5,20000,23800,30,47:08.0,No_referee,2/12/2017 13:25,2/12/2017 14:25,3/14/2017 0:00,3/14/2017 17:31,Savings,5.601413,6.4245449,Access Bank,Unknown,Unknow,36,1
8a858f54589736f40158a6bcd6ac24fb,301938927,8,30000,34500,30,21:55.0,No_referee,6/14/2017 18:25,6/14/2017 19:26,7/14/2017 0:00,7/15/2017 10:11,Savings,5.601413,6.4245449,Access Bank,Unknown,Unknow,36,1
8a858f54589736f40158a6bcd6ac24fb,301867831,7,30000,36800,60,53:45.0,No_referee,4/13/2017 22:23,4/13/2017 23:23,5/15/2017 0:00,5/15/2017 17:39,Savings,5.601413,6.4245449,Access Bank,Unknown,Unknow,36,1
8a858f54589736f40158a6bcd6ac24fb,301838284,6,20000,23800,30,28:01.0,No_referee,3/14/2017 17:38,3/14/2017 18:40,4/13/2017 0:00,4/13/2017 17:12,Savings,5.601413,6.4245449,Access Bank,Unknown,Unknow,36,1
8a858f54589736f40158a6bcd6ac24fb,301800401,4,20000,21900,15,48:40.0,No_referee,1/24/2017 7:47,1/24/2017 8:47,2/8/2017 0:00,2/8/2017 21:33,Savings,5.601413,6.4245449,Access Bank,Unknown,Unknow,36,1
8a858f615623747d015626ec13826718,301849056,10,30000,34400,30,47:48.0,No_referee,3/29/2017 9:03,3/29/2017 10:03,4/28/2017 0:00,4/27/2017 20:32,Savings,3.3567631,6.6784427,GT Bank,Self-Employed,Unknow,32,0
8a858f615623747d015626ec13826718,301710042,4,20000,22250,15,47:38.0,No_referee,9/8/2016 20:46,9/8/2016 21:46,9/23/2016 0:00,9/23/2016 10:32,Savings,3.3567631,6.6784427,GT Bank,Self-Employed,Unknow,32,1
8a858f615623747d015626ec13826718,301691978,3,20000,22250,15,29:30.0,No_referee,8/23/2016 14:23,8/23/2016 15:23,9/7/2016 0:00,9/7/2016 15:14,Savings,3.3567631,6.6784427,GT Bank,Self-Employed,Unknow,32,1
8a858f615623747d015626ec13826718,301757467,8,30000,32250,15,26:02.0,No_referee,11/10/2016 19:01,11/10/2016 20:01,11/25/2016 0:00,11/26/2016 0:10,Savings,3.3567631,6.6784427,GT Bank,Self-Employed,Unknow,32,1
8a858f615623747d015626ec13826718,301827220,9,30000,34400,30,00:05.0,No_referee,2/27/2017 10:38,2/27/2017 11:39,3/29/2017 0:00,3/28/2017 16:44,Savings,3.3567631,6.6784427,GT Bank,Self-Employed,Unknow,32,0
8a858f615623747d015626ec13826718,301729277,5,30000,32250,15,32:06.0,No_referee,9/26/2016 21:44,9/26/2016 22:45,10/11/2016 0:00,10/11/2016 21:16,Savings,3.3567631,6.6784427,GT Bank,Self-Employed,Unknow,32,1
8a858f615623747d015626ec13826718,301750291,7,30000,32250,15,10:25.0,No_referee,10/26/2016 21:40,10/26/2016 22:40,11/10/2016 0:00,11/10/2016 18:55,Savings,3.3567631,6.6784427,GT Bank,Self-Employed,Unknow,32,1
8a858f615623747d015626ec13826718,301742034,6,30000,32250,15,20:19.0,No_referee,10/11/2016 20:50,10/11/2016 21:50,10/26/2016 0:00,10/26/2016 21:05,Savings,3.3567631,6.6784427,GT Bank,Self-Employed,Unknow,32,1
8a858f615623747d015626ec13826718,301673878,2,10000,11500,15,36:33.0,No_referee,8/8/2016 19:19,8/8/2016 20:19,8/23/2016 0:00,8/22/2016 19:20,Savings,3.3567631,6.6784427,GT Bank,Self-Employed,Unknow,32,0
8a858f615623747d015626ec13826718,301931356,12,40000,44000,30,32:57.0,No_referee,6/8/2017 12:26,6/8/2017 13:27,7/10/2017 0:00,7/10/2017 16:22,Savings,3.3567631,6.6784427,GT Bank,Self-Employed,Unknow,32,1
8a858f615623747d015626ec13826718,301661180,1,10000,11500,15,04:29.0,No_referee,7/26/2016 11:28,7/26/2016 12:28,8/10/2016 0:00,8/8/2016 14:49,Savings,3.3567631,6.6784427,GT Bank,Self-Employed,Unknow,32,0
8a858f615623747d015626ec13826718,301883521,11,30000,34400,30,06:54.0,No_referee,4/28/2017 13:47,4/28/2017 14:47,5/30/2017 0:00,5/30/2017 0:00,Savings,3.3567631,6.6784427,GT Bank,Self-Employed,Unknow,32,1
8a858f79588789bd015888469c4b2ee4,301895096,6,20000,24500,30,19:34.0,No_referee,5/8/2017 8:56,5/8/2017 9:57,6/7/2017 0:00,6/7/2017 4:09,Savings,3.2585197,6.7447671,GT Bank,Unknown,Unknow,33,1
8a858f79588789bd015888469c4b2ee4,301833562,4,20000,23800,30,29:11.0,No_referee,3/7/2017 19:09,3/7/2017 20:10,4/6/2017 0:00,4/7/2017 19:14,Savings,3.2585197,6.7447671,GT Bank,Unknown,Unknow,33,1
8a858f79588789bd015888469c4b2ee4,301810303,3,10000,13000,30,05:42.0,No_referee,2/5/2017 5:54,2/5/2017 6:54,3/7/2017 0:00,3/7/2017 6:50,Savings,3.2585197,6.7447671,GT Bank,Unknown,Unknow,33,1
8a858f79588789bd015888469c4b2ee4,301775925,2,10000,13000,30,54:49.0,No_referee,12/18/2016 6:42,12/18/2016 7:42,1/17/2017 0:00,1/17/2017 7:39,Savings,3.2585197,6.7447671,GT Bank,Unknown,Unknow,33,1
8a858f79588789bd015888469c4b2ee4,301762683,1,10000,11500,15,47:28.0,No_referee,11/21/2016 19:21,11/21/2016 20:21,12/7/2016 0:00,12/7/2016 0:18,Savings,3.2585197,6.7447671,GT Bank,Unknown,Unknow,33,1
8a858f79588789bd015888469c4b2ee4,301860157,5,20000,23800,30,02:36.0,No_referee,4/8/2017 6:21,4/8/2017 7:21,5/8/2017 0:00,5/8/2017 0:44,Savings,3.2585197,6.7447671,GT Bank,Unknown,Unknow,33,1
8a858f945b006ef8015b0073905c123e,301957888,6,20000,24500,30,33:18.0,No_referee,6/30/2017 14:29,6/30/2017 15:30,7/31/2017 0:00,7/27/2017 15:23,Savings,3.3450311,6.6930995,First Bank,Unknown,Unknow,55,0
8a858f945b006ef8015b0073905c123e,301859116,2,10000,11500,15,42:53.0,No_referee,4/7/2017 11:45,4/7/2017 12:45,4/24/2017 0:00,4/20/2017 11:27,Savings,3.3450311,6.6930995,First Bank,Unknown,Unknow,55,0
8a858f945b006ef8015b0073905c123e,301874514,3,10000,11500,15,52:30.0,No_referee,4/20/2017 12:02,4/20/2017 13:02,5/5/2017 0:00,5/3/2017 16:37,Savings,3.3450311,6.6930995,First Bank,Unknown,Unknow,55,0
8a858f945b006ef8015b0073905c123e,301845813,1,10000,11500,15,26:20.0,No_referee,3/24/2017 14:19,3/24/2017 15:19,4/10/2017 0:00,4/7/2017 12:11,Savings,3.3450311,6.6930995,First Bank,Unknown,Unknow,55,0
8a858f945b006ef8015b0073905c123e,301888658,4,20000,23800,30,00:16.0,No_referee,5/3/2017 17:20,5/3/2017 18:20,6/2/2017 0:00,5/31/2017 18:50,Savings,3.3450311,6.6930995,First Bank,Unknown,Unknow,55,0
8a858f945b006ef8015b0073905c123e,301923274,5,20000,24500,30,16:34.0,No_referee,5/31/2017 18:17,5/31/2017 19:17,6/30/2017 0:00,6/30/2017 15:06,Savings,3.3450311,6.6930995,First Bank,Unknown,Unknow,55,1
8a858fa7590af88501592196d3045e65,301877958,5,20000,23800,30,20:06.0,No_referee,4/23/2017 19:54,4/23/2017 20:54,5/23/2017 0:00,5/22/2017 18:04,Savings,3.9848132,7.4481819,Access Bank,Unknown,Unknow,38,0
8a858fa7590af88501592196d3045e65,301844419,4,20000,23800,30,34:36.0,No_referee,3/22/2017 18:49,3/22/2017 19:50,4/21/2017 0:00,4/14/2017 9:19,Savings,3.9848132,7.4481819,Access Bank,Unknown,Unknow,38,0
8a858fa7590af88501592196d3045e65,301821821,3,20000,23800,30,55:22.0,No_referee,2/19/2017 16:46,2/19/2017 17:46,3/21/2017 0:00,3/20/2017 15:40,Savings,3.9848132,7.4481819,Access Bank,Unknown,Unknow,38,0
8a858fa7590af88501592196d3045e65,301778122,1,10000,13000,30,51:19.0,No_referee,12/21/2016 13:44,12/21/2016 14:58,1/20/2017 0:00,1/20/2017 0:20,Savings,3.9848132,7.4481819,Access Bank,Unknown,Unknow,38,1
8a858fa7590af88501592196d3045e65,301797249,2,10000,13000,30,51:39.0,No_referee,1/20/2017 6:30,1/20/2017 7:30,2/20/2017 0:00,2/17/2017 18:36,Savings,3.9848132,7.4481819,Access Bank,Unknown,Unknow,38,0
8a858fa7590af88501592196d3045e65,301916433,6,30000,39000,60,59:08.0,No_referee,5/23/2017 14:04,5/23/2017 15:04,6/22/2017 0:00,6/21/2017 14:19,Savings,3.9848132,7.4481819,Access Bank,Unknown,Unknow,38,0
8a858faf5679a838015689cbfafd249e,301680783,1,10000,11500,15,11:29.0,No_referee,8/14/2016 16:09,8/14/2016 17:09,8/29/2016 0:00,8/29/2016 0:00,Other,3.499863,6.5977661,Diamond Bank,Student,Unknow,31,1
8a858faf5679a838015689cbfafd249e,301901201,8,40000,48000,60,30:29.0,No_referee,5/11/2017 11:57,5/11/2017 12:57,6/12/2017 0:00,6/11/2017 17:07,Other,3.499863,6.5977661,Diamond Bank,Student,Unknow,31,0
8a858faf5679a838015689cbfafd249e,301790929,5,20000,21900,15,57:40.0,No_referee,1/10/2017 16:11,1/10/2017 17:12,1/25/2017 0:00,1/25/2017 0:31,Other,3.499863,6.5977661,Diamond Bank,Student,Unknow,31,1
8a858faf5679a838015689cbfafd249e,301773889,4,20000,23800,30,02:10.0,No_referee,12/14/2016 16:50,12/14/2016 17:52,1/13/2017 0:00,1/10/2017 16:46,Other,3.499863,6.5977661,Diamond Bank,Student,Unknow,31,0
8a858faf5679a838015689cbfafd249e,301702304,2,10000,11500,15,28:31.0,No_referee,9/1/2016 15:04,9/1/2016 16:05,9/16/2016 0:00,9/16/2016 20:13,Other,3.499863,6.5977661,Diamond Bank,Student,Unknow,31,1
8a858faf5679a838015689cbfafd249e,301725734,3,20000,24500,30,16:01.0,No_referee,9/23/2016 10:50,9/23/2016 11:50,10/24/2016 0:00,10/24/2016 0:32,Other,3.499863,6.5977661,Diamond Bank,Student,Unknow,31,1
8a858faf5679a838015689cbfafd249e,301805776,6,30000,36800,60,02:03.0,No_referee,1/29/2017 19:20,1/29/2017 20:20,2/28/2017 0:00,2/27/2017 13:40,Other,3.499863,6.5977661,Diamond Bank,Student,Unknow,31,0
8a858faf5679a838015689cbfafd249e,301851230,7,30000,36800,60,14:59.0,No_referee,3/31/2017 14:36,3/31/2017 15:36,5/2/2017 0:00,5/3/2017 15:00,Other,3.499863,6.5977661,Diamond Bank,Student,Unknow,31,1
8a858f655baa9ae1015baf6547472776,301888340,1,10000,13000,30,07:50.0,No_referee,5/3/2017 12:32,5/3/2017 13:32,6/2/2017 0:00,6/2/2017 13:57,Savings,3.4586515,6.4432156,FCMB,Permanent,Unknow,27,1
8a858f655baa9ae1015baf6547472776,301924943,2,10000,13000,30,09:27.0,No_referee,6/2/2017 13:13,6/2/2017 14:13,7/3/2017 0:00,7/6/2017 13:59,Savings,3.4586515,6.4432156,FCMB,Permanent,Unknow,27,1
8a858fb75b5894aa015b589fd7720a85,301934494,3,10000,13000,30,05:39.0,8a858e705b3a03c7015b3ceed0d531fb,6/11/2017 6:55,6/11/2017 7:55,7/11/2017 0:00,7/2/2017 10:55,Savings,7.5617945,8.9763774,First Bank,Permanent,Unknow,28,0
8a858fb75b5894aa015b589fd7720a85,301890861,2,10000,13000,30,55:08.0,8a858e705b3a03c7015b3ceed0d531fb,5/5/2017 9:45,5/5/2017 10:45,6/5/2017 0:00,6/1/2017 20:44,Savings,7.5617945,8.9763774,First Bank,Permanent,Unknow,28,0
8a858fb75b5894aa015b589fd7720a85,301863218,1,10000,13000,30,41:29.0,8a858e705b3a03c7015b3ceed0d531fb,4/10/2017 16:48,4/10/2017 17:48,5/10/2017 0:00,5/4/2017 21:26,Savings,7.5617945,8.9763774,First Bank,Permanent,Unknow,28,0
8a858ffd5c8d343d015c98e84c9c2a13,301962592,1,10000,11500,15,15:14.0,No_referee,7/4/2017 6:51,7/4/2017 7:52,7/19/2017 0:00,7/19/2017 16:05,Savings,3.9510228,7.4046372,Stanbic IBTC,Unknown,Unknow,43,1
8a858f0c5cc68025015cca6d2f6873fd,301947242,1,10000,13000,30,15:50.0,No_referee,6/22/2017 5:52,6/22/2017 6:53,7/24/2017 0:00,7/26/2017 16:05,Savings,3.2846961,6.6614073,Access Bank,Permanent,Unknow,39,1
8a858e1d5cd58f9e015cd8c747ad7d06,301950033,1,10000,11500,15,46:18.0,8a858e4b5c831f02015c83bd0d353711,6/24/2017 6:43,6/24/2017 7:44,7/10/2017 0:00,7/1/2017 17:36,Savings,4.5545448,8.5524512,Access Bank,Permanent,Unknow,28,0
8a858e455c1bf763015c1c4eab062420,301912837,1,10000,13000,30,10:37.0,8a858f2c585375f00158678b108144f8,5/18/2017 16:22,5/18/2017 17:23,6/19/2017 0:00,6/15/2017 10:00,Savings,5.7529013,8.7182104,First Bank,Permanent,Unknow,32,0
8a858e455c1bf763015c1c4eab062420,301949031,2,10000,11500,15,30:08.0,8a858f2c585375f00158678b108144f8,6/23/2017 11:17,6/23/2017 12:17,7/10/2017 0:00,7/5/2017 21:19,Savings,5.7529013,8.7182104,First Bank,Permanent,Unknow,32,0
8a858e725c360240015c3797bd734cf7,301944718,1,10000,13000,30,13:20.0,No_referee,6/20/2017 10:35,6/20/2017 11:36,7/20/2017 0:00,7/15/2017 12:03,Savings,3.3078002,6.6798913,GT Bank,Unknown,Unknow,45,0
8a858e935cedfe55015cee2ad92f236f,301954569,1,10000,13000,30,23:21.0,No_referee,6/28/2017 10:50,6/28/2017 11:51,7/28/2017 0:00,7/28/2017 1:47,Savings,3.3064117,6.6683917,GT Bank,Permanent,Unknow,26,1
8a858eba5c884d2a015c936df7c60af3,301934742,1,10000,11500,15,05:33.0,8a858fa4552add9f0155467c89c31293,6/11/2017 11:37,6/11/2017 12:38,6/28/2017 0:00,6/28/2017 9:55,Savings,3.3636987,6.5766607,First Bank,Permanent,Unknow,36,1
8a858f555cacacdf015cb000734204fa,301940657,1,10000,11500,15,58:46.0,8a858ffd5c8d343d015c8eae471c7b48,6/16/2017 8:35,6/16/2017 9:36,7/3/2017 0:00,7/3/2017 16:48,Savings,4.5347186,7.7643589,EcoBank,Permanent,Unknow,35,1
8a858fa154e2912f0154e914a60a06b3,301832736,1,10000,13000,30,31:39.0,No_referee,3/6/2017 18:48,3/6/2017 19:49,4/7/2017 0:00,4/19/2017 9:16,Savings,5.226981,7.4711703,Access Bank,Unemployed,Unknow,29,1
8a858eea5c82f136015c82f59f3201c7,301930219,1,10000,11500,15,52:57.0,No_referee,6/7/2017 14:40,6/7/2017 15:41,6/23/2017 0:00,7/6/2017 10:42,Savings,3.374589,7.1541192,Diamond Bank,Unknown,Unknow,29,1
8a858e71570f2c6b01571500eaba110b,301711713,1,10000,11500,15,37:08.0,No_referee,9/10/2016 16:51,9/10/2016 17:51,9/26/2016 0:00,9/29/2016 17:21,Savings,4.5533716,8.4818785,GT Bank,Student,Unknow,30,1
8a858e875c63d395015c6e39cd9f2273,301926301,1,10000,13000,30,08:00.0,No_referee,6/3/2017 17:09,6/3/2017 18:09,7/6/2017 0:00,6/24/2017 0:57,Savings,7.4829383,9.0681703,Access Bank,Permanent,Unknow,37,0
8a858e875c63d395015c6e39cd9f2273,301956630,2,10000,13000,30,01:07.0,No_referee,6/29/2017 16:41,6/29/2017 17:41,7/31/2017 0:00,7/26/2017 7:50,Savings,7.4829383,9.0681703,Access Bank,Permanent,Unknow,37,0
8a858f255ca276c5015ca67eb9b05780,301975655,1,10000,13000,30,54:16.0,No_referee,7/13/2017 8:03,7/13/2017 9:04,8/14/2017 0:00,7/25/2017 15:44,Savings,7.5719133,9.03728,Zenith Bank,Permanent,Unknow,31,0
8a858f8c5ca0e7fe015ca109320612e2,301937383,1,10000,13000,30,28:55.0,No_referee,6/13/2017 14:32,6/13/2017 15:33,7/13/2017 0:00,7/12/2017 16:18,Savings,7.0120454,4.7569435,GT Bank,Permanent,Unknow,31,0
8a858e065ccb8bc0015ccbf7b21c1875,301946906,1,10000,13000,30,49:08.0,No_referee,6/21/2017 19:00,6/21/2017 20:01,7/21/2017 0:00,7/1/2017 13:39,Savings,6.9918949,4.8726409,Access Bank,Permanent,Unknow,29,0
8a858f2656e154de0156e1c737b11a5d,301901711,2,10000,13000,30,09:08.0,No_referee,5/11/2017 15:58,5/11/2017 16:59,6/12/2017 0:00,6/19/2017 8:58,Other,3.2961535,6.4883057,GT Bank,Permanent,Unknow,26,1
8a858f2656e154de0156e1c737b11a5d,301703147,1,10000,13000,30,00:09.0,No_referee,9/2/2016 9:56,9/2/2016 10:56,10/3/2016 0:00,10/4/2016 13:45,Other,3.2961535,6.4883057,GT Bank,Permanent,Unknow,26,1
8a858f335c8d9723015c8e03c1123a8f,301939686,1,10000,11500,15,32:49.0,No_referee,6/15/2017 11:47,6/15/2017 12:48,7/3/2017 0:00,7/1/2017 22:22,Savings,7.004992,4.9582331,Zenith Bank,Permanent,Unknow,42,0
8a858f7958b0a4a80158b788cb270dda,301769048,1,10000,13000,30,10:44.0,No_referee,12/3/2016 23:16,12/4/2016 0:16,1/3/2017 0:00,1/8/2017 2:55,Savings,8.5218126,7.7286314,GT Bank,Unknown,Unknow,25,1
8a858ff85bd93919015be5e2ee740cfe,301902872,1,10000,13000,30,54:15.0,No_referee,5/12/2017 9:34,5/12/2017 10:35,6/12/2017 0:00,6/30/2017 11:44,Savings,3.9086769,7.4220671,Fidelity Bank,Unknown,Unknow,32,1
8a8588235375c27f01537601102f108c,301602428,1,10000,11500,15,03:20.0,No_referee,3/14/2016 16:50,3/14/2016 17:50,3/29/2016 0:00,3/31/2016 10:12,Other,3.3203711,6.5394736,Zenith Bank,Permanent,Graduate,46,1
8a8588235375c27f01537601102f108c,301616450,2,10000,11500,15,03:40.0,No_referee,5/3/2016 9:08,5/3/2016 10:08,5/18/2016 0:00,5/23/2016 16:33,Other,3.3203711,6.5394736,Zenith Bank,Permanent,Graduate,46,1
8a858fb65b2020b2015b20ce6d4a5e6a,301857072,1,10000,13000,30,02:49.0,No_referee,4/5/2017 20:27,4/5/2017 21:27,5/8/2017 0:00,5/8/2017 0:54,Savings,7.0731816,8.9311329,FCMB,Permanent,Unknow,44,1
8a858fb65b2020b2015b20ce6d4a5e6a,301935805,3,10000,11500,15,30:14.0,No_referee,6/12/2017 10:38,6/12/2017 11:38,6/28/2017 0:00,6/27/2017 6:20,Savings,7.0731816,8.9311329,FCMB,Permanent,Unknow,44,0
8a858fb65b2020b2015b20ce6d4a5e6a,301899815,2,10000,11500,15,36:55.0,No_referee,5/10/2017 17:01,5/10/2017 18:01,5/25/2017 0:00,5/26/2017 21:26,Savings,7.0731816,8.9311329,FCMB,Permanent,Unknow,44,1
8a858fd55b1de2f3015b1e15a76017f5,301949967,4,20000,24500,30,40:07.0,No_referee,6/24/2017 4:33,6/24/2017 5:33,7/24/2017 0:00,7/24/2017 19:29,Savings,8.5616592,12.0047996,GT Bank,Permanent,Unknow,32,1
8a858fd55b1de2f3015b1e15a76017f5,301922626,3,10000,13000,30,50:21.0,No_referee,5/31/2017 7:54,5/31/2017 8:54,6/30/2017 0:00,6/23/2017 22:40,Savings,8.5616592,12.0047996,GT Bank,Permanent,Unknow,32,0
8a858fd55b1de2f3015b1e15a76017f5,301882005,2,10000,13000,30,33:41.0,No_referee,4/27/2017 8:41,4/27/2017 9:42,5/30/2017 0:00,5/25/2017 13:23,Savings,8.5616592,12.0047996,GT Bank,Permanent,Unknow,32,0
8a858fd55b1de2f3015b1e15a76017f5,301849851,1,10000,13000,30,30:46.0,No_referee,3/30/2017 7:44,3/30/2017 8:45,5/2/2017 0:00,4/27/2017 9:15,Savings,8.5616592,12.0047996,GT Bank,Permanent,Unknow,32,0
8a858fef570f30e501571f79fbe43bc4,301845448,6,15000,18200,30,06:12.0,No_referee,3/24/2017 7:05,3/24/2017 8:06,4/24/2017 0:00,4/21/2017 19:51,Savings,7.4645245,9.0676873,EcoBank,Self-Employed,Secondary,31,0
8a858fef570f30e501571f79fbe43bc4,301750204,3,10000,12250,30,47:05.0,No_referee,10/26/2016 18:14,10/26/2016 19:15,11/25/2016 0:00,11/18/2016 13:31,Savings,7.4645245,9.0676873,EcoBank,Self-Employed,Secondary,31,0
8a858fef570f30e501571f79fbe43bc4,301944623,9,15000,16500,30,43:55.0,No_referee,6/20/2017 9:52,6/20/2017 10:52,7/20/2017 0:00,7/10/2017 9:33,Savings,7.4645245,9.0676873,EcoBank,Self-Employed,Secondary,31,0
8a858fef570f30e501571f79fbe43bc4,301918261,8,15000,17250,30,06:43.0,No_referee,5/25/2017 15:51,5/25/2017 16:51,6/26/2017 0:00,6/19/2017 9:56,Savings,7.4645245,9.0676873,EcoBank,Self-Employed,Secondary,31,0
8a858fef570f30e501571f79fbe43bc4,301713144,1,10000,13000,30,39:20.0,No_referee,9/12/2016 17:40,9/12/2016 18:40,10/12/2016 0:00,10/7/2016 11:24,Savings,7.4645245,9.0676873,EcoBank,Self-Employed,Secondary,31,0
8a858fef570f30e501571f79fbe43bc4,301879117,7,10000,12800,30,22:47.0,No_referee,4/24/2017 17:21,4/24/2017 18:21,5/24/2017 0:00,5/15/2017 19:07,Savings,7.4645245,9.0676873,EcoBank,Self-Employed,Secondary,31,0
8a858fef570f30e501571f79fbe43bc4,301799274,5,15000,18200,30,40:58.0,No_referee,1/23/2017 9:06,1/23/2017 10:06,2/22/2017 0:00,2/17/2017 22:25,Savings,7.4645245,9.0676873,EcoBank,Self-Employed,Secondary,31,0
8a858fef570f30e501571f79fbe43bc4,301790815,4,15000,16675,15,55:21.0,No_referee,1/10/2017 13:15,1/10/2017 14:15,1/25/2017 0:00,1/23/2017 9:40,Savings,7.4645245,9.0676873,EcoBank,Self-Employed,Secondary,31,0
8a858fef570f30e501571f79fbe43bc4,301744860,2,10000,11500,15,04:12.0,No_referee,10/16/2016 6:50,10/16/2016 7:50,10/31/2016 0:00,10/26/2016 14:49,Savings,7.4645245,9.0676873,EcoBank,Self-Employed,Secondary,31,0
8a85889853f0fbaa0153fb9927346076,301863640,4,15000,18200,30,08:11.0,No_referee,4/10/2017 21:47,4/10/2017 22:47,5/10/2017 0:00,5/9/2017 7:53,Savings,3.434849,6.4310422,First Bank,Permanent,Unknow,34,0
8a85889853f0fbaa0153fb9927346076,301618343,2,10000,13000,30,03:21.0,No_referee,5/9/2016 7:13,5/9/2016 8:13,6/8/2016 0:00,6/9/2016 0:26,Savings,3.434849,6.4310422,First Bank,Permanent,Unknow,34,1
8a85889853f0fbaa0153fb9927346076,301609523,1,10000,13000,30,01:48.0,No_referee,4/9/2016 15:27,4/9/2016 16:27,5/9/2016 0:00,5/7/2016 12:13,Savings,3.434849,6.4310422,First Bank,Permanent,Unknow,34,0
8a85889853f0fbaa0153fb9927346076,301896790,5,30000,39000,60,28:15.0,No_referee,5/9/2017 7:22,5/9/2017 8:22,6/8/2017 0:00,6/8/2017 7:51,Savings,3.434849,6.4310422,First Bank,Permanent,Unknow,34,1
8a85889853f0fbaa0153fb9927346076,301631876,3,10000,11500,15,23:03.0,No_referee,6/13/2016 8:56,6/13/2016 9:57,6/28/2016 0:00,7/8/2016 14:07,Savings,3.434849,6.4310422,First Bank,Permanent,Unknow,34,1
